contig	start	end	gene_position
k127_29823166_S_bin.56	11252	12758	17
k127_30023566_S_bin.61	2	1757	1
k127_30023566_S_bin.61	1851	1998	2
k127_30023566_S_bin.61	2073	2988	3
k127_30023566_S_bin.61	2984	3710	4
k127_30023566_S_bin.61	3706	3994	5
k127_30023566_S_bin.61	3993	5154	6
k127_30023566_S_bin.61	5159	5366	7
k127_30023566_S_bin.61	5470	6283	8
k127_30023566_S_bin.61	6284	7178	9
k127_30023566_S_bin.61	7318	8326	10
k127_30414836_S_bin.27	0	837	1
k127_30414836_S_bin.27	790	1651	2
k127_30414836_S_bin.27	1673	2855	3
k127_30414836_S_bin.27	2851	3121	4
k127_30414836_S_bin.27	3135	4953	5
k127_30414836_S_bin.27	5152	7120	6
k127_30414836_S_bin.27	7127	8450	7
k127_30414836_S_bin.27	8558	9359	8
k127_30414836_S_bin.27	9268	9574	9
k127_3051831_M_bin.21	0	1122	1
k127_3051831_M_bin.21	1290	1734	2
k127_3051831_M_bin.21	1944	3210	3
k127_3051831_M_bin.21	3223	5077	4
k127_3051831_M_bin.21	5093	6440	5
k127_3051831_M_bin.21	6468	7578	6
k127_3051831_M_bin.21	7599	8028	7
k127_3051831_M_bin.21	8187	9360	8
k127_3051831_M_bin.21	9409	11194	9
k127_3051831_M_bin.21	11190	12798	10
k127_3051831_M_bin.21	12856	13645	11
k127_3051831_M_bin.21	13668	15687	12
k127_3051831_M_bin.21	15787	16708	13
k127_3051831_M_bin.21	16788	17697	14
k127_3051831_M_bin.21	17760	19512	15
k127_3051831_M_bin.21	19508	19907	16
k127_3051831_M_bin.21	20129	21773	17
k127_3051831_M_bin.21	21827	23102	18
k127_3051831_M_bin.21	23112	24123	19
k127_3056992_M_bin.105	1	814	1
k127_3056992_M_bin.105	837	1887	2
k127_3056992_M_bin.105	2004	2676	3
k127_3056992_M_bin.105	2832	3009	4
k127_3056992_M_bin.105	3010	3598	5
k127_3056992_M_bin.105	3594	4407	6
k127_3056992_M_bin.105	4484	5123	7
k127_3056992_M_bin.105	5215	5524	8
k127_3056992_M_bin.105	5548	6196	9
k127_3056992_M_bin.105	6252	7032	10
k127_3056992_M_bin.105	7052	8141	11
k127_3056992_M_bin.105	8137	9025	12
k127_3056992_M_bin.105	9041	9512	13
k127_3056992_M_bin.105	9313	10441	14
k127_3056992_M_bin.105	10437	10596	15
k127_3056992_M_bin.105	10600	14524	16
k127_3056992_M_bin.105	14520	15819	17
k127_3056992_M_bin.105	15927	16566	18
k127_3056992_M_bin.105	16562	17513	19
k127_3056992_M_bin.105	17509	19684	20
k127_3056992_M_bin.105	19734	20277	21
k127_30872969_S_bin.28	2	11924	1
k127_30872969_S_bin.28	12148	12979	2
k127_30872969_S_bin.28	12975	14394	3
k127_30872969_S_bin.28	14407	14614	4
k127_30872969_S_bin.28	14849	15347	5
k127_30872969_S_bin.28	15445	16051	6
k127_30872969_S_bin.28	16307	17483	7
k127_30872969_S_bin.28	18146	18938	8
k127_31104040_S_bin.80	199	4111	1
k127_31786668_S_bin.117	119	1124	2
k127_31786668_S_bin.117	1227	1497	3
k127_31786668_S_bin.117	1634	3089	4
k127_31786668_S_bin.117	3148	4966	5
k127_31786668_S_bin.117	4962	5760	6
k127_31786668_S_bin.117	5910	6468	7
k127_31786668_S_bin.117	6534	6987	8
k127_31786668_S_bin.117	7016	7496	9
k127_31786668_S_bin.117	7477	8599	10
k127_31786668_S_bin.117	8732	9974	11
k127_31786668_S_bin.117	10000	10975	12
k127_31786668_S_bin.117	10971	11550	13
k127_31786668_S_bin.117	11546	12212	14
k127_32054254_S_bin.28	2	341	1
k127_32054254_S_bin.28	291	1254	2
k127_32054254_S_bin.28	1195	1561	3
k127_32054254_S_bin.28	1633	1789	4
k127_32054254_S_bin.28	1877	3557	5
k127_32054254_S_bin.28	3602	4367	6
k127_32054254_S_bin.28	4671	4809	7
k127_32054254_S_bin.28	5366	5558	8
k127_32054254_S_bin.28	5554	5704	9
k127_32054254_S_bin.28	5703	5964	10
k127_32054254_S_bin.28	5973	6861	11
k127_32054254_S_bin.28	7159	8071	12
k127_32054254_S_bin.28	8079	8835	13
k127_32054254_S_bin.28	8831	9116	14
k127_32054254_S_bin.28	9108	10278	15
k127_32054254_S_bin.28	10240	12067	16
k127_32054254_S_bin.28	12122	12284	17
k127_32054254_S_bin.28	12323	12599	18
k127_32054254_S_bin.28	12687	14436	19
k127_32054254_S_bin.28	14635	15910	20
k127_32054254_S_bin.28	15962	16115	21
k127_32054254_S_bin.28	16087	16249	22
k127_32054254_S_bin.28	16311	18006	23
k127_32054254_S_bin.28	18450	18735	24
k127_32054254_S_bin.28	18899	19301	25
k127_32054254_S_bin.28	19605	19851	26
k127_32054254_S_bin.28	19875	20238	27
k127_32101288_S_bin.30	1	463	1
k127_32101288_S_bin.30	620	731	2
k127_32101288_S_bin.30	734	1187	3
k127_32101288_S_bin.30	1483	1651	4
k127_32101288_S_bin.30	1684	1990	5
k127_32101288_S_bin.30	2167	2311	6
k127_32101288_S_bin.30	2519	3281	7
k127_32101288_S_bin.30	3663	4743	8
k127_32101288_S_bin.30	4772	7262	9
k127_32101288_S_bin.30	7417	8758	10
k127_32101288_S_bin.30	8821	10228	11
k127_32101288_S_bin.30	10558	10912	12
k127_32101288_S_bin.30	10915	11434	13
k127_32101288_S_bin.30	11446	12628	14
k127_32101288_S_bin.30	12783	13458	15
k127_32101288_S_bin.30	14475	16488	16
k127_32101288_S_bin.30	16528	16741	17
k127_32101288_S_bin.30	16747	17059	18
k127_32101288_S_bin.30	17108	18338	19
k127_32101288_S_bin.30	18334	19066	20
k127_32101288_S_bin.30	19062	19539	21
k127_32101288_S_bin.30	19535	20705	22
k127_32101288_S_bin.30	20706	21363	23
k127_32101288_S_bin.30	21359	23678	24
k127_32101288_S_bin.30	23646	24252	25
k127_32101288_S_bin.30	24248	24671	26
k127_32101288_S_bin.30	24674	26342	27
k127_32101288_S_bin.30	26356	26710	28
k127_32101288_S_bin.30	26696	27647	29
k127_32152072_S_bin.8	53	2189	1
k127_32152072_S_bin.8	2293	3454	2
k127_32152072_S_bin.8	3450	4881	3
k127_32152072_S_bin.8	4959	5121	4
k127_32152072_S_bin.8	5208	6213	5
k127_32152072_S_bin.8	6205	7162	6
k127_32152072_S_bin.8	7239	7461	7
k127_32152072_S_bin.8	7494	7737	8
k127_32152072_S_bin.8	7775	7991	9
k127_32152072_S_bin.8	8106	8886	10
k127_32152072_S_bin.8	9113	9833	11
k127_3219214_M_bin.77	0	1446	1
k127_3219214_M_bin.77	1529	3749	2
k127_3219214_M_bin.77	3781	4003	3
k127_3219219_M_bin.77	1	1879	1
k127_3219219_M_bin.77	1878	9003	2
k127_32199448_S_bin.28	70	1477	1
k127_32199448_S_bin.28	1473	2682	2
k127_32199448_S_bin.28	2674	4459	3
k127_32199448_S_bin.28	4654	6031	4
k127_32199448_S_bin.28	6379	8788	5
k127_32221389_S_bin.28	2	2879	1
k127_32221389_S_bin.28	3139	3574	2
k127_33113800_S_bin.27	2	854	1
k127_33113800_S_bin.27	850	2329	2
k127_33113800_S_bin.27	2325	3528	3
k127_33113800_S_bin.27	3508	4804	4
k127_33113800_S_bin.27	4952	5096	5
k127_3318235_M_bin.21	2	1283	1
k127_3318235_M_bin.21	1416	2691	2
k127_3318235_M_bin.21	2804	3413	3
k127_3318235_M_bin.21	3571	4888	4
k127_3318235_M_bin.21	5395	6238	5
k127_3318235_M_bin.21	6287	7127	6
k127_3318235_M_bin.21	7119	8604	7
k127_3318235_M_bin.21	8582	9326	8
k127_3318235_M_bin.21	9452	10553	9
k127_3318235_M_bin.21	10650	12159	10
k127_3318235_M_bin.21	12158	12677	11
k127_3318235_M_bin.21	12795	13761	12
k127_3318235_M_bin.21	13862	14564	13
k127_3318235_M_bin.21	14560	16081	14
k127_3318235_M_bin.21	16148	16574	15
k127_34284438_S_bin.29	2	158	1
k127_34284438_S_bin.29	199	592	2
k127_34284438_S_bin.29	689	884	3
k127_34284438_S_bin.29	974	1739	4
k127_34284438_S_bin.29	1965	2367	5
k127_34284438_S_bin.29	2471	2822	6
k127_34284438_S_bin.29	2911	4438	7
k127_34284438_S_bin.29	4487	5012	8
k127_34284438_S_bin.29	5008	6136	9
k127_34284438_S_bin.29	6247	6514	10
k127_34597133_S_bin.80	1	1663	1
k127_34597133_S_bin.80	1839	2760	2
k127_34770437_S_bin.28	0	4701	1
k127_34975464_S_bin.28	1	385	1
k127_34975464_S_bin.28	432	1455	2
k127_34975464_S_bin.28	1630	2251	3
k127_34975464_S_bin.28	2261	3743	4
k127_34975464_S_bin.28	3739	4423	5
k127_34975464_S_bin.28	4419	6048	6
k127_34975464_S_bin.28	6058	6859	7
k127_34975464_S_bin.28	6968	7394	8
k127_34975464_S_bin.28	7555	8239	9
k127_34975464_S_bin.28	8420	9857	10
k127_34975464_S_bin.28	10307	10439	11
k127_34975464_S_bin.28	10518	10731	12
k127_34975464_S_bin.28	11001	19593	13
k127_34975464_S_bin.28	19593	19863	14
k127_34975464_S_bin.28	19831	20107	15
k127_34975464_S_bin.28	20718	20859	16
k127_34975464_S_bin.28	20883	21333	17
k127_34975464_S_bin.28	21588	23685	18
k127_34975464_S_bin.28	24154	24412	19
k127_34975464_S_bin.28	24411	24957	20
k127_34975464_S_bin.28	24978	25122	21
k127_34975464_S_bin.28	25536	25770	22
k127_34975464_S_bin.28	25794	26247	23
k127_34975464_S_bin.28	26583	27417	24
k127_34975464_S_bin.28	27579	28035	25
k127_34975464_S_bin.28	28053	28548	26
k127_34975464_S_bin.28	28778	31607	27
k127_34975464_S_bin.28	31952	32117	28
k127_34975464_S_bin.28	32144	32414	29
k127_35179849_S_bin.80	2	296	1
k127_35179849_S_bin.80	334	778	2
k127_35179849_S_bin.80	790	1783	3
k127_35179849_S_bin.80	1779	3420	4
k127_35179849_S_bin.80	3521	4397	5
k127_36005664_S_bin.28	1	5989	6
k127_36005664_S_bin.28	6278	7052	7
k127_36005664_S_bin.28	7141	9517	8
k127_36005664_S_bin.28	9586	10084	9
k127_36017374_S_bin.71	0	792	1
k127_36017374_S_bin.71	779	2273	2
k127_36017374_S_bin.71	2269	2851	3
k127_36017374_S_bin.71	2847	3693	4
k127_36102621_S_bin.50	0	162	1
k127_36102621_S_bin.50	512	650	2
k127_36102621_S_bin.50	680	1193	3
k127_36102621_S_bin.50	1215	1503	4
k127_36102621_S_bin.50	1564	2077	5
k127_36102621_S_bin.50	2103	2688	6
k127_36102621_S_bin.50	2816	2951	7
k127_36102621_S_bin.50	3013	3661	8
k127_36102621_S_bin.50	3660	5412	9
k127_36102621_S_bin.50	5421	7527	10
k127_36102621_S_bin.50	7545	10098	11
k127_36102621_S_bin.50	10191	10716	12
k127_36267064_S_bin.8	2	980	1
k127_36267064_S_bin.8	984	1461	2
k127_36267064_S_bin.8	1457	1838	3
k127_36267064_S_bin.8	1842	2445	4
k127_36267064_S_bin.8	2451	3087	5
k127_36267064_S_bin.8	3052	3679	6
k127_36267064_S_bin.8	3813	4542	7
k127_36267064_S_bin.8	4591	5653	8
k127_36267064_S_bin.8	5649	6822	9
k127_36267064_S_bin.8	6929	7187	10
k127_36267064_S_bin.8	7261	7822	11
k127_36267064_S_bin.8	7828	8116	12
k127_36267064_S_bin.8	8105	8348	13
k127_36267064_S_bin.8	8387	9533	14
k127_36267064_S_bin.8	9529	9958	15
k127_36267064_S_bin.8	9947	11186	16
k127_36267064_S_bin.8	11202	11958	17
k127_36267064_S_bin.8	11959	12955	18
k127_36267064_S_bin.8	12991	13396	19
k127_36267064_S_bin.8	13702	14146	20
k127_36267064_S_bin.8	14150	14582	21
k127_36267064_S_bin.8	14581	15721	22
k127_36267064_S_bin.8	15722	16637	23
k127_36267064_S_bin.8	16679	17042	24
k127_36336105_S_bin.28	532	1477	1
k127_36336105_S_bin.28	1473	1968	2
k127_36336105_S_bin.28	1960	3019	3
k127_36336105_S_bin.28	3015	4734	4
k127_36336105_S_bin.28	4730	6389	5
k127_36336105_S_bin.28	6431	7676	6
k127_36336105_S_bin.28	7672	11317	7
k127_36336105_S_bin.28	11574	11727	8
k127_36336105_S_bin.28	11902	13075	9
k127_36336105_S_bin.28	13155	13392	10
k127_36336105_S_bin.28	13567	14560	11
k127_36336105_S_bin.28	14595	15909	12
k127_36336105_S_bin.28	16123	17866	13
k127_36336105_S_bin.28	17960	18674	14
k127_36336105_S_bin.28	18702	19929	15
k127_36336105_S_bin.28	20000	32567	16
k127_36336105_S_bin.28	32686	36547	17
k127_36336105_S_bin.28	36870	37923	18
k127_36336105_S_bin.28	38072	38477	19
k127_36336105_S_bin.28	38681	38777	20
k127_36336105_S_bin.28	39223	39805	21
k127_3756117_S_bin.74	2	284	1
k127_3756117_S_bin.74	255	1413	2
k127_3756117_S_bin.74	1378	3214	3
k127_3756117_S_bin.74	3210	3486	4
k127_37601404_S_bin.50	1	517	1
k127_37601404_S_bin.50	591	1044	2
k127_37601404_S_bin.50	1150	1771	3
k127_37601404_S_bin.50	1758	2238	4
k127_37601404_S_bin.50	2219	3344	5
k127_37601404_S_bin.50	3433	4702	6
k127_37601404_S_bin.50	4719	4866	7
k127_37601404_S_bin.50	4954	5917	8
k127_37601404_S_bin.50	5913	6492	9
k127_37601404_S_bin.50	6775	8254	10
k127_37601404_S_bin.50	8250	9006	11
k127_37704742_S_bin.9	0	72	1
k127_37704742_S_bin.9	64	1021	2
k127_37704742_S_bin.9	1102	1306	3
k127_37704742_S_bin.9	1337	1568	4
k127_37704742_S_bin.9	1606	1825	5
k127_37704742_S_bin.9	1846	2062	6
k127_37704742_S_bin.9	2178	2958	7
k127_37704742_S_bin.9	3173	3752	8
k127_37767399_S_bin.80	2	3917	1
k127_38076077_S_bin.61	2	6836	1
k127_38076077_S_bin.61	6832	7084	2
k127_38076077_S_bin.61	7114	8779	3
k127_38076077_S_bin.61	8783	8936	4
k127_38076077_S_bin.61	9251	9971	5
k127_38076077_S_bin.61	10382	10937	6
k127_38076077_S_bin.61	11009	11411	7
k127_38076077_S_bin.61	11547	11943	8
k127_38113696_S_bin.56	1	556	1
k127_38113696_S_bin.56	1247	1850	2
k127_38113696_S_bin.56	1846	2737	3
k127_38113696_S_bin.56	2733	3342	4
k127_38113696_S_bin.56	3396	4167	5
k127_38113696_S_bin.56	4496	5198	6
k127_38113696_S_bin.56	5253	5388	7
k127_38270724_S_bin.80	1	2950	1
k127_38657971_S_bin.28	1	10879	1
k127_38657971_S_bin.28	10974	11733	2
k127_38657971_S_bin.28	12048	12585	3
k127_38657971_S_bin.28	12663	13188	4
k127_38657971_S_bin.28	13380	14565	5
k127_38657971_S_bin.28	14561	15230	6
k127_38657971_S_bin.28	15226	17566	7
k127_38657971_S_bin.28	17562	18027	8
k127_38657971_S_bin.28	18027	18459	9
k127_38657971_S_bin.28	18575	19340	10
k127_38690564_S_bin.8	1	814	1
k127_38690564_S_bin.8	1029	1653	2
k127_38690564_S_bin.8	1821	1986	3
k127_38690564_S_bin.8	2131	2833	4
k127_38690564_S_bin.8	2836	3292	5
k127_38690564_S_bin.8	3325	4162	6
k127_38690564_S_bin.8	4167	5637	7
k127_38690564_S_bin.8	5639	6308	8
k127_38690564_S_bin.8	6470	6737	9
k127_38818695_S_bin.28	0	2637	1
k127_39034543_S_bin.27	0	1236	1
k127_39034543_S_bin.27	1232	1892	2
k127_39034543_S_bin.27	1905	2709	3
k127_39034543_S_bin.27	2698	3829	4
k127_39034543_S_bin.27	3953	4313	5
k127_39034543_S_bin.27	4364	5477	6
k127_39034543_S_bin.27	5493	7647	7
k127_39034543_S_bin.27	7702	8518	8
k127_39034543_S_bin.27	8598	9882	9
k127_39034543_S_bin.27	9927	10848	10
k127_39034543_S_bin.27	10792	11656	11
k127_39034543_S_bin.27	11769	13614	12
k127_39034543_S_bin.27	13717	14899	13
k127_39034543_S_bin.27	14909	18044	14
k127_3915531_S_bin.28	3109	3763	7
k127_3915531_S_bin.28	3850	6547	8
k127_3915531_S_bin.28	6600	6810	9
k127_3915531_S_bin.28	7209	7449	10
k127_3915531_S_bin.28	7499	9653	11
k127_3915531_S_bin.28	9716	10037	12
k127_3915531_S_bin.28	10061	11447	13
k127_3915531_S_bin.28	11733	12162	14
k127_3915531_S_bin.28	12158	13451	15
k127_3915531_S_bin.28	13711	14911	16
k127_3915531_S_bin.28	14973	16614	17
k127_3915531_S_bin.28	16879	17875	18
k127_3915531_S_bin.28	18439	18754	19
k127_3915531_S_bin.28	18779	19298	20
k127_3915531_S_bin.28	20000	28988	21
k127_3915531_S_bin.28	28984	33097	22
k127_3915531_S_bin.28	33360	35769	23
k127_39778434_S_bin.61	2	1403	1
k127_39778434_S_bin.61	1563	2562	2
k127_39778434_S_bin.61	2578	3898	3
k127_39778434_S_bin.61	3894	5070	4
k127_39778434_S_bin.61	5066	6557	5
k127_39778434_S_bin.61	6553	7552	6
k127_39778434_S_bin.61	7436	7982	7
k127_39778434_S_bin.61	8045	8468	8
k127_39778434_S_bin.61	8478	8859	9
k127_39877298_S_bin.28	2	179	1
k127_39877298_S_bin.28	234	1503	1
k127_39877298_S_bin.28	1618	2509	2
k127_39877298_S_bin.28	2522	2672	2
k127_39877298_S_bin.28	2872	2995	2
k127_39877298_S_bin.28	2991	4218	3
k127_39877298_S_bin.28	4217	4946	4
k127_39877298_S_bin.28	4942	5398	5
k127_39877298_S_bin.28	5394	6591	6
k127_39877298_S_bin.28	6587	7070	7
k127_39877298_S_bin.28	7066	7801	8
k127_39877298_S_bin.28	7797	8946	9
k127_39877298_S_bin.28	9099	11475	10
k127_39877298_S_bin.28	11446	12061	11
k127_39877298_S_bin.28	12057	12507	12
k127_39877298_S_bin.28	12572	13520	13
k127_39877298_S_bin.28	13516	14251	14
k127_39877298_S_bin.28	14243	15935	15
k127_39877298_S_bin.28	15936	16482	16
k127_39877298_S_bin.28	16478	16733	17
k127_39877298_S_bin.28	16742	17003	18
k127_39877298_S_bin.28	16977	17790	19
k127_39877298_S_bin.28	17765	18347	20
k127_39877298_S_bin.28	18793	19573	21
k127_39877298_S_bin.28	19572	19680	22
k127_39877298_S_bin.28	20000	20204	23
k127_39877298_S_bin.28	20426	22103	24
k127_39877298_S_bin.28	22102	22978	25
k127_39877298_S_bin.28	22979	23279	26
k127_39877298_S_bin.28	23271	24123	27
k127_39877298_S_bin.28	24119	24920	28
k127_39877298_S_bin.28	24913	25300	29
k127_40298990_S_bin.28	0	3063	1
k127_40375156_S_bin.28	2	3164	1
k127_40375156_S_bin.28	3165	3930	2
k127_40450759_S_bin.80	0	2883	1
k127_41087363_S_bin.80	0	3042	1
k127_411266_M_bin.94	1	193	1
k127_411266_M_bin.94	311	1643	2
k127_411266_M_bin.94	1902	2802	3
k127_411266_M_bin.94	2798	2930	4
k127_41722690_S_bin.30	2	1460	1
k127_41722690_S_bin.30	1546	2227	2
k127_41722690_S_bin.30	2418	3705	3
k127_41722690_S_bin.30	3786	4890	4
k127_41722690_S_bin.30	5181	6945	5
k127_41722690_S_bin.30	7323	8184	6
k127_41722690_S_bin.30	8256	10539	7
k127_41722690_S_bin.30	10574	11447	8
k127_41722690_S_bin.30	11548	11680	9
k127_4227215_M_bin.60	0	117	1
k127_4227215_M_bin.60	430	1165	2
k127_4227215_M_bin.60	1187	1907	3
k127_4227215_M_bin.60	1980	2427	4
k127_4227215_M_bin.60	2495	3209	5
k127_4227215_M_bin.60	3213	3657	6
k127_4227215_M_bin.60	3672	5091	7
k127_4227215_M_bin.60	5087	8411	8
k127_4227215_M_bin.60	8746	9655	9
k127_4227215_M_bin.60	9706	12247	10
k127_4227215_M_bin.60	12247	13267	11
k127_4227215_M_bin.60	13306	14092	12
k127_4227215_M_bin.60	14306	19400	13
k127_4227215_M_bin.60	19444	20740	14
k127_4269423_M_bin.8	1	937	1
k127_4269423_M_bin.8	917	2006	2
k127_4269423_M_bin.8	2002	2143	3
k127_4269423_M_bin.8	2220	2736	4
k127_4284923_S_bin.28	517	1297	1
k127_4284923_S_bin.28	1293	1632	2
k127_4284923_S_bin.28	2095	3127	3
k127_4284923_S_bin.28	3119	4109	4
k127_4284923_S_bin.28	4105	5011	5
k127_4284923_S_bin.28	5000	6884	6
k127_4284923_S_bin.28	6887	7664	7
k127_4284923_S_bin.28	7660	9277	8
k127_4432298_M_bin.12	0	1878	1
k127_4432298_M_bin.12	1871	2483	2
k127_4432298_M_bin.12	2951	3257	3
k127_4432298_M_bin.12	3697	4702	4
k127_4432298_M_bin.12	4755	5247	5
k127_4485730_M_bin.1	1566	2640	6
k127_4485730_M_bin.1	2636	3473	7
k127_4485730_M_bin.1	3591	4407	8
k127_4485730_M_bin.1	4410	4815	9
k127_4485730_M_bin.1	5000	5408	10
k127_4485730_M_bin.1	5443	5704	11
k127_4549696_M_bin.66	0	735	1
k127_4549696_M_bin.66	742	1603	2
k127_4549696_M_bin.66	1625	2807	3
k127_4549696_M_bin.66	2803	3073	4
k127_4549696_M_bin.66	3087	4905	5
k127_4549696_M_bin.66	5104	6601	6
k127_4603082_M_bin.66	2	4733	1
k127_4603082_M_bin.66	5109	5760	2
k127_4603082_M_bin.66	5785	6499	3
k127_4603082_M_bin.66	6541	7483	4
k127_4603082_M_bin.66	7484	7877	5
k127_4603082_M_bin.66	7873	8704	6
k127_4603082_M_bin.66	8728	9853	7
k127_4603082_M_bin.66	9949	10288	8
k127_4719246_M_bin.35	2	803	1
k127_4719246_M_bin.35	830	1730	2
k127_4719246_M_bin.35	1742	2954	3
k127_4719246_M_bin.35	3020	3203	4
k127_4731131_M_bin.66	52	1183	1
k127_4731131_M_bin.66	1307	1667	2
k127_4731131_M_bin.66	1718	2831	3
k127_4731131_M_bin.66	2847	5001	4
k127_4731131_M_bin.66	5056	5872	5
k127_4731131_M_bin.66	5952	7236	6
k127_4731131_M_bin.66	7281	8202	7
k127_4731131_M_bin.66	8146	9010	8
k127_4731131_M_bin.66	9123	10968	9
k127_4731131_M_bin.66	11071	12253	10
k127_4731131_M_bin.66	12263	15398	11
k127_4731131_M_bin.66	15669	16560	12
k127_4731131_M_bin.66	16787	16979	13
k127_493815_S_bin.56	2	647	1
k127_493815_S_bin.56	643	1876	2
k127_493815_S_bin.56	1882	2398	3
k127_493815_S_bin.56	2479	2917	4
k127_4957287_M_bin.32	1	1339	1
k127_4957287_M_bin.32	1378	2698	2
k127_4957287_M_bin.32	2697	3537	3
k127_4957287_M_bin.32	3533	3653	4
k127_5264117_M_bin.67	124	1531	1
k127_5264117_M_bin.67	1530	2286	2
k127_5264117_M_bin.67	2706	4020	3
k127_5264117_M_bin.67	4183	5380	4
k127_5264117_M_bin.67	5351	5615	5
k127_5264117_M_bin.67	5649	6546	6
k127_5264117_M_bin.67	6542	7367	7
k127_5264117_M_bin.67	7484	7616	8
k127_5264117_M_bin.67	7669	8119	9
k127_5264117_M_bin.67	8074	9988	10
k127_5264117_M_bin.67	10111	11419	11
k127_5264117_M_bin.67	11756	12575	12
k127_5264117_M_bin.67	12571	13147	13
k127_5328276_M_bin.47	0	1965	1
k127_5328276_M_bin.47	2107	5605	2
k127_5493334_S_bin.74	1	4534	1
k127_5770497_M_bin.111	1	217	1
k127_5770497_M_bin.111	204	519	2
k127_5770497_M_bin.111	627	1533	3
k127_5770497_M_bin.111	1645	2236	4
k127_5770497_M_bin.111	2408	5969	5
k127_6074367_M_bin.52	2	182	1
k127_6074367_M_bin.52	182	1625	2
k127_6074367_M_bin.52	1621	3808	3
k127_6074367_M_bin.52	3959	4136	4
k127_6074367_M_bin.52	4484	5912	5
k127_6074367_M_bin.52	6081	6480	6
k127_6074367_M_bin.52	6514	7159	7
k127_6074367_M_bin.52	7095	7341	8
k127_6074367_M_bin.52	7371	8031	9
k127_6074367_M_bin.52	8044	8140	10
k127_6074367_M_bin.52	8166	8493	11
k127_6074367_M_bin.52	8567	9059	12
k127_6074367_M_bin.52	9438	9642	13
k127_6074367_M_bin.52	9819	14013	14
k127_6074367_M_bin.52	14148	14811	15
k127_6074367_M_bin.52	15038	15827	16
k127_6074367_M_bin.52	15835	16987	17
k127_6074367_M_bin.52	17107	18331	18
k127_6074367_M_bin.52	18446	18581	19
k127_6074367_M_bin.52	18585	18690	20
k127_6074367_M_bin.52	18686	18779	21
k127_6074367_M_bin.52	18765	20292	22
k127_6074367_M_bin.52	20310	20625	23
k127_6074367_M_bin.52	20812	21850	24
k127_6074367_M_bin.52	21909	22653	25
k127_6074367_M_bin.52	22871	23075	26
k127_6074367_M_bin.52	23097	23469	27
k127_6074367_M_bin.52	23481	23925	28
k127_6074367_M_bin.52	24142	24991	29
k127_6074367_M_bin.52	25124	25904	30
k127_6074367_M_bin.52	26273	26657	31
k127_6074367_M_bin.52	26851	27775	32
k127_6074367_M_bin.52	27933	28716	33
k127_612958_S_bin.120	0	195	1
k127_612958_S_bin.120	474	1197	2
k127_612958_S_bin.120	1510	1789	3
k127_612958_S_bin.120	1926	2814	4
k127_612958_S_bin.120	2825	3653	5
k127_612958_S_bin.120	3659	4184	6
k127_612958_S_bin.120	4381	5119	7
k127_612958_S_bin.120	5111	5315	8
k127_612958_S_bin.120	5354	5735	9
k127_612958_S_bin.120	5837	6026	10
k127_612958_S_bin.120	6133	6382	11
k127_6281136_M_bin.9	0	447	1
k127_6281136_M_bin.9	608	773	2
k127_6281136_M_bin.9	792	2088	3
k127_6281136_M_bin.9	2134	2977	4
k127_6281136_M_bin.9	3035	3596	5
k127_6281136_M_bin.9	3718	4573	6
k127_6281136_M_bin.9	4586	5330	7
k127_6281136_M_bin.9	5517	5895	8
k127_6281136_M_bin.9	6003	8289	9
k127_6281136_M_bin.9	8421	8862	10
k127_6281136_M_bin.9	9098	10082	11
k127_6281136_M_bin.9	10403	10886	12
k127_6281136_M_bin.9	10882	11833	13
k127_6281136_M_bin.9	11837	12794	14
k127_6302456_M_bin.9	1	3973	1
k127_6302456_M_bin.9	4183	5611	2
k127_6308400_M_bin.8	2	179	1
k127_6308400_M_bin.8	355	1054	2
k127_6308400_M_bin.8	1194	1806	3
k127_6308400_M_bin.8	1805	2660	4
k127_6308400_M_bin.8	2737	3211	5
k127_6308400_M_bin.8	3207	3582	6
k127_6308400_M_bin.8	3578	4511	7
k127_6308400_M_bin.8	4564	4930	8
k127_6308400_M_bin.8	4910	5639	9
k127_6308400_M_bin.8	5635	6781	10
k127_6308400_M_bin.8	6777	7857	11
k127_6308400_M_bin.8	8008	8908	12
k127_6308400_M_bin.8	8953	9043	13
k127_6308400_M_bin.8	9255	9960	14
k127_6308400_M_bin.8	9956	11579	15
k127_6308400_M_bin.8	11768	12644	16
k127_6308400_M_bin.8	12687	13428	17
k127_6308400_M_bin.8	13550	14267	18
k127_6308400_M_bin.8	14348	14954	19
k127_6308400_M_bin.8	15004	15874	20
k127_6308400_M_bin.8	15957	16722	21
k127_6308400_M_bin.8	16738	17065	22
k127_6308400_M_bin.8	17425	17551	23
k127_6441253_S_bin.50	2	1028	1
k127_6441253_S_bin.50	1244	1838	2
k127_6441253_S_bin.50	1899	2745	3
k127_6441253_S_bin.50	2833	3373	4
k127_6441253_S_bin.50	3448	4636	5
k127_6441253_S_bin.50	4632	5817	6
k127_6523176_M_bin.87	1	4003	1
k127_6575704_M_bin.21	0	231	1
k127_6575704_M_bin.21	227	1484	2
k127_6575704_M_bin.21	1648	2608	3
k127_6575704_M_bin.21	2699	3443	4
k127_6575704_M_bin.21	3447	4680	5
k127_6575704_M_bin.21	4766	5750	6
k127_6575704_M_bin.21	5763	6528	7
k127_6575704_M_bin.21	6529	8191	8
k127_6575704_M_bin.21	8187	9204	9
k127_6575704_M_bin.21	9200	9611	10
k127_6575704_M_bin.21	9662	9944	11
k127_7212086_M_bin.87	33	276	1
k127_7212086_M_bin.87	304	520	2
